"included","table_id","priority","long_name","units","comment","questions & notes","out_name","standard_name","unconfirmed or proposed standard name","unformatted units","cell_methods","valid_min","valid_max","ok_min_mean_abs","ok_max_mean_abs","positive","type","dimensions","name","modeling_realm","frequency","cell_measures","flag_values","flag_meanings","OMIP priority","OMIP override"
1,"3hr",1,"Surface Upwelling Shortwave Radiation","W m-2","This is the 3-hour mean flux.","None","rsus","surface_upwelling_shortwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude time","rsus","atmos","3hr","area: areacella","None","None","",""
1,"3hr",1,"Eastward Near-Surface Wind Speed","m s-1","This is sampled synoptically.","None","uas","eastward_wind","None","m s-1","time: point","None","None","None","None","None","real","longitude latitude time1 height10m","uas","atmos","3hr","None","None","None","",""
1,"3hr",1,"Northward Near-Surface Wind Speed","m s-1","This is sampled synoptically.","None","vas","northward_wind","None","m s-1","time: point","None","None","None","None","None","real","longitude latitude time1 height10m","vas","atmos","3hr","None","None","None","",""
1,"3hr",1,"Near-Surface Specific Humidity",1,"This is sampled synoptically.","normally, report at 2 meters above the surface","huss","specific_humidity","None",1,"time: point","None","None","None","None","None","real","longitude latitude time1 height2m","huss","atmos","3hr","area: areacella","None","None","",""
1,"3hr",1,"Moisture in Upper Portion of Soil Column","kg m-2","the mass of water in all phases in a thin surface soil layer.","integrate over uppermost 10 cm","mrsos","moisture_content_of_soil_layer","None","kg m-2","time: point area: mean where land","None","None","None","None","None","real","longitude latitude time1 sdepth1","mrsos","land","3hr","area: areacella","None","None","",""
1,"3hr",1,"Surface Temperature Where Land or Sea Ice","K","skin temperature of all surfaces except open ocean, sampled synoptically.","None","tslsi","surface_temperature","None","K","time: point","None","None","None","None","None","real","longitude latitude time1","tslsi","land","3hr","area: areacella","None","None","",""
1,"3hr",1,"Sea Surface Temperature","K","temperature of surface of open ocean, sampled
synoptically.","None","tos","sea_surface_temperature","None","K","time: point area: mean where
sea","None","None","None","None","None","real","longitude latitude time1","tos","ocean","3hr","area: areacella","None","None","",""
1,"3hr",1,"Convective Precipitation","kg m-2 s-1","at surface.  This is a 3-hour mean convective precipitation flux.","None","prc","convective_precipitation_flux","None","kg m-2 s-1","time:mean","None","None","None","None","None","real","longitude latitude time","prc","atmos","3hr","area: areacella","None","None","",""
1,"3hr",1,"Snowfall Flux","kg m-2 s-1","at surface.  Includes precipitation of all forms water in the solid phase.  This is the 3-hour mean snowfall flux.","None","prsn","snowfall_flux","None","kg m-2 s-1","time:mean","None","None","None","None","None","real","longitude latitude time","prsn","atmos","3hr","area: areacella","None","None",2,""
1,"3hr",1,"Total Runoff","kg m-2 s-1","the total runoff (including ""drainage"" through the base of the soil model) leaving the land portion of the grid cell divided by the land area in the grid cell, averaged over the 3-hour interval.","None","mrro","runoff_flux","None","kg m-2 s-1","time: mean area: mean where land","None","None","None","None","None","real","longitude latitude time","mrro","land","3hr","area: areacella","None","None","",""
0,"3hr",1,"Surface Downwelling Clear-Sky Longwave Radiation","W m-2","This is a 3-hour mean flux.","None","rldscs","surface_downwelling_longwave_flux_in_air_assuming_clear_sky","None","W m-2","time: mean","None","None","None","None","down","real","longitude latitude time","rldscs","atmos","3hr","area: areacella","None","None","",""
0,"3hr",1,"Surface Downwelling Clear-Sky Shortwave Radiation","W m-2","This is a 3-hour mean flux.","None","rsdscs","surface_downwelling_shortwave_flux_in_air_assuming_clear_sky","None","W m-2","time: mean","None","None","None","None","down","real","longitude latitude time","rsdscs","atmos","3hr","area: areacella","None","None","",""
0,"3hr",1,"Surface Upwelling Clear-Sky Shortwave Radiation","W m-2","This is a 3-hour mean flux.","None","rsuscs","surface_upwelling_shortwave_flux_in_air_assuming_clear_sky","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude time","rsuscs","atmos","3hr","area: areacella","None","None","",""
1,"3hr",1,"Surface Air Pressure","Pa","sampled synoptically to diagnose atmospheric tides, this is better than mean sea level pressure.","None","ps","surface_air_pressure","None","Pa","time: point","None","None","None","None","None","real","longitude latitude time1","ps","atmos","3hr","area: areacella","None","None","",""
1,"3hr",1,"Total Cloud Fraction","%","for the whole atmospheric column, as seen from the surface or the top of the atmosphere. Include both large-scale and convective cloud.  This is a 3-hour mean.","None","clt","cloud_area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","clt","atmos","3hr","area: areacella","None","None","",""
1,"3hr",1,"Surface Diffuse Downwelling Shortwave Radiation","W m-2","This is a 3-hour mean flux.","None","rsdsdiff","surface_diffuse_downwelling_shortwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","None","real","longitude latitude time","rsdsdiff","atmos","3hr","area: areacella","None","None","",""
1,"cfMon",1,"Upwelling Longwave Radiation","W m-2","Includes also the fluxes at the surface and TOA.","None","rlu","upwelling_longwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude alevhalf time","rlu","atmos","mon","area: areacella","None","None","",""
1,"cfMon",1,"Upwelling Shortwave Radiation","W m-2","Includes also the fluxes at the surface and TOA.","None","rsu","upwelling_shortwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude alevhalf time","rsu","atmos","mon","area: areacella","None","None","",""
1,"cfMon",1,"Downwelling Longwave Radiation","W m-2","Includes also the fluxes at the surface and TOA.","None","rld","downwelling_longwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","down","real","longitude latitude alevhalf time","rld","atmos","mon","area: areacella","None","None","",""
1,"cfMon",1,"Downwelling Shortwave Radiation","W m-2","Includes also the fluxes at the surface and TOA.","None","rsd","downwelling_shortwave_flux_in_air","None","W m-2","time: mean","None","None","None","None","down","real","longitude latitude alevhalf time","rsd","atmos","mon","area: areacella","None","None","",""
0,"cfMon",1,"Upwelling Clear-Sky Longwave Radiation","W m-2","Includes also the fluxes at the surface and TOA.","None","rlucs","upwelling_longwave_flux_in_air_assuming_clear_sky","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude alevhalf time","rlucs","atmos","mon","area: areacella","None","None","",""
0,"cfMon",1,"Upwelling Clear-Sky Shortwave Radiation","W m-2","Includes also the fluxes at the surface and TOA.","None","rsucs","upwelling_shortwave_flux_in_air_assuming_clear_sky","None","W m-2","time: mean","None","None","None","None","up","real","longitude latitude alevhalf time","rsucs","atmos","mon","area: areacella","None","None","",""
0,"cfMon",1,"Downwelling Clear-Sky Longwave Radiation","W m-2","Includes also the fluxes at the surface and TOA.","None","rldcs","downwelling_longwave_flux_in_air_assuming_clear_sky","None","W m-2","time: mean","None","None","None","None","down","real","longitude latitude alevhalf time","rldcs","atmos","mon","area: areacella","None","None","",""
0,"cfMon",1,"Downwelling Clear-Sky Shortwave Radiation","W m-2","Includes also the fluxes at the surface and TOA.","None","rsdcs","downwelling_shortwave_flux_in_air_assuming_clear_sky","None","W m-2","time: mean","None","None","None","None","down","real","longitude latitude alevhalf time","rsdcs","atmos","mon","area: areacella","None","None","",""
1,"cfMon",1,"Air Temperature","K","None","None","ta","air_temperature","None","K","time: mean","None","None","None","None","None","real","longitude latitude alevel time","ta","atmos","mon","area: areacella","None","None","",""
0,"cfMon",1,"Tendency of Air Temperature","K s-1","None","None","tnt","tendency_of_air_temperature","None","K s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnt","atmos","mon","area: areacella","None","None","",""
0,"cfMon",1,"Tendency of Air Temperature due to Advection","K s-1","None","None","tnta","tendency_of_air_temperature_due_to_advection","None","K s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnta","atmos","mon","area: areacella","None","None","",""
0,"cfMon",1,"Tendency of Air Temperature due to Diabatic Processes","K s-1","None","None","tntmp","tendency_of_air_temperature_due_to_model_physics","None","K s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tntmp","atmos","mon","area: areacella","None","None","",""
0,"cfMon",1,"Tendency of Air Temperature Due to Stratiform Cloud and Precipitation and Boundary Layer Mixing","K s-1","None","None","tntscpbl","tendency_of_air_temperature_due_to_stratiform_cloud_and_precipitation_and_boundary_layer_mixing","None","K s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tntscpbl","atmos","mon","area: areacella","None","None","",""
0,"cfMon",1,"Tendency of Air Temperature due to Radiative Heating","K s-1","None","None","tntr","tendency_of_air_temperature_due_to_radiative_heating","None","K s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tntr","atmos","mon","area: areacella","None","None","",""
0,"cfMon",1,"Tendency of Air Temperature due to Moist Convection","K s-1","None","None","tntc","tendency_of_air_temperature_due_to_convection","None","K s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tntc","atmos","mon","area: areacella","None","None","",""
1,"cfMon",1,"Relative Humidity","%","None","None","hur","relative_humidity","None","%","time: mean","None","None","None","None","None","real","longitude latitude alevel time","hur","atmos","mon","area: areacella","None","None","",""
1,"cfMon",1,"Specific Humidity",1,"None","None","hus","specific_humidity","None",1,"time: mean","None","None","None","None","None","real","longitude latitude alevel time","hus","atmos","mon","area: areacella","None","None","",""
0,"cfMon",1,"Tendency of Specific Humidity","s-1","None","None","tnhus","tendency_of_specific_humidity","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnhus","atmos","mon","area: areacella","None","None","",""
0,"cfMon",1,"Tendency of Specific Humidity due to Advection","s-1","None","None","tnhusa","tendency_of_specific_humidity_due_to_advection","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnhusa","atmos","mon","area: areacella","None","None","",""
